-13.000554,8.449234,-2.465176,3.000000
-13.034036,8.431035,-2.388457,3.000000
-13.065670,8.411544,-2.308655,3.000000
-13.095342,8.390798,-2.226534,3.000000
-13.123225,8.368300,-2.151273,3.000000
-13.149497,8.343648,-2.088643,1.401677
-13.174110,8.317082,-2.035561,1.458610
-13.197073,8.288843,-1.989918,1.587839
-13.218552,8.258954,-1.952861,1.697878
-13.238760,8.227442,-1.924437,1.911593
-13.257800,8.194518,-1.902111,2.030845
-13.275785,8.160361,-1.884171,2.209115
-13.292826,8.125120,-1.869493,2.300431
-13.309035,8.088922,-1.857370,2.434384
-13.324523,8.051876,-1.847386,2.501339
-13.339395,8.014075,-1.839325,2.583241
-13.353736,7.975592,-1.832853,2.615692
-13.367566,7.936473,-1.827062,2.701283
-13.380943,7.896769,-1.821786,2.743128
-13.393878,7.856513,-1.816443,2.726190
-13.406418,7.815749,-1.811115,2.713755
-13.418563,7.774501,-1.805390,2.783562
-13.430354,7.732804,-1.799484,2.792233
-13.441781,7.690677,-1.793070,2.802128
-13.452875,7.648150,-1.786429,2.807021
-13.463620,7.605236,-1.779271,2.818095
-13.474043,7.561961,-1.771911,2.820867
-13.484122,7.518337,-1.764070,2.828314
-13.493878,7.474384,-1.756076,2.828988
-13.503285,7.430114,-1.747649,2.834115
-13.512363,7.385545,-1.739122,2.833301
-13.521084,7.340686,-1.730211,2.832978
-13.529464,7.295554,-1.721248,2.828215
-13.537473,7.250157,-1.711942,2.848900
-13.545129,7.204511,-1.702622,2.861169
-13.552399,7.158623,-1.692994,2.845430
-13.559324,7.112511,-1.683680,2.833298
-13.565944,7.066193,-1.675147,2.866966
-13.572226,7.019674,-1.666934,2.866082
-13.578191,6.972966,-1.659240,2.864339
-13.583811,6.926076,-1.651655,2.862873
-13.589108,6.879016,-1.644423,2.865457
-13.594057,6.831791,-1.637165,2.865344
-13.598683,6.784413,-1.630158,2.872090
-13.602960,6.736889,-1.623044,2.877632
-13.606938,6.689229,-1.616423,2.890712
-13.610666,6.641445,-1.610743,2.894875
-13.614117,6.593542,-1.605506,2.899994
-13.617320,6.545528,-1.600897,2.900650
-13.620254,6.497407,-1.596477,2.904690
-13.622949,6.449186,-1.592484,2.905719
-13.625386,6.400871,-1.588522,2.910033
-13.627596,6.352468,-1.584861,2.911239
-13.629560,6.303980,-1.581131,2.916068
-13.631309,6.255415,-1.577629,2.919235
-13.632823,6.206774,-1.573999,2.931441
-13.634158,6.158065,-1.570863,2.940176
-13.635367,6.109292,-1.568688,2.949385
-13.636429,6.060458,-1.566970,2.951865
-13.637376,6.011566,-1.565902,2.955944
-13.638189,5.962620,-1.565042,2.958019
-13.638904,5.913623,-1.564633,2.962400
-13.639503,5.864576,-1.564272,2.964736
-13.640022,5.815484,-1.564237,2.968581
-13.640444,5.766347,-1.564150,2.970531
-13.640804,5.717169,-1.564312,2.976952
-13.641083,5.667952,-1.564363,2.980317
-13.641315,5.618697,-1.564616,2.979359
-13.641481,5.569406,-1.564723,2.979473
-13.641613,5.520082,-1.565006,2.984727
-13.641691,5.470725,-1.565124,2.983318
-13.641746,5.421338,-1.565404,2.971993
-13.641730,5.371921,-1.565192,2.956784
-13.641572,5.322478,-1.563682,2.932475
-13.641200,5.273008,-1.560231,2.917822
-13.640540,5.224005,-1.553969,2.914999
-13.639650,5.175446,-1.546242,2.919232
-13.638578,5.126822,-1.538547,2.926583
-13.637279,5.078139,-1.530600,2.931478
-13.635787,5.029400,-1.523074,2.949505
-13.634160,4.980606,-1.516786,2.965284
-13.632458,4.931758,-1.512383,2.988321
-13.630746,4.882858,-1.510377,2.999360
-13.629068,4.833905,-1.510859,2.986792
-13.627402,4.784904,-1.513017,2.977076
-13.625809,4.735854,-1.517106,2.961141
-13.624357,4.686755,-1.523295,2.951200
-13.623038,4.637611,-1.530835,2.943854
-13.621905,4.588423,-1.539725,2.941333
-13.620933,4.539193,-1.549048,2.940514
-13.620103,4.489924,-1.558104,2.936106
